id,video_path,question,options,gold,pred_video,pred_7B_note,pred_72B_note,score_video,score_7B,score_72B,note_7B,note_72B
57016_clip_34_operation,videos/level_1/57016/clip_34.mp4,What is the researcher doing with the micropipette?,"{""A"": ""Calibrating the volume setting before use"", ""B"": ""Dispensing buffer solution into the tube"", ""C"": ""Adding a precise volume of magnetic beads"", ""D"": ""Removing excess liquid from the sample""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 40 μL from test tube into ice bath"",
    ""place test tube in centrifuge""
  ],
  ""objects_manipulated"": [
    ""test tube"",
    ""ice bath"",
    ""centrifuge""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取40 μL液体并注入冰浴中"",
    ""将试管放入离心机中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette 40 μL from the test tube"",
    ""place the test tube into the ice bucket""
  ],
  ""objects_manipulated"": [
    ""test tube"",
    ""pipette"",
    ""ice bucket""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserts into test tube"",
    ""pipette withdraws liquid from test tube"",
    ""test tube is placed into ice bucket""
  ]
}
```"
57016_clip_47_operation,videos/level_1/57016/clip_47.mp4,What is the researcher doing with the reaction tubes?,"{""A"": ""Setting up a standard PCR reaction"", ""B"": ""Placing tubes in a centrifuge for spinning"", ""C"": ""Loading samples into a qPCR machine"", ""D"": ""Preparing primer stock solutions in tubes""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""insert a sample into the machine"",
    ""press buttons on the machine's control panel""
  ],
  ""objects_manipulated"": [
    ""sample"",
    ""machine control panel""
  ],
  ""tool_object_interaction"": [
    ""the sample is inserted into a slot on the machine."",
    ""the scientist uses their fingers to press buttons on the machine's control panel.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""inserts a green tray into the machine"",
    ""presses buttons on the machine's control panel""
  ],
  ""objects_manipulated"": [
    ""green tray"",
    ""machine's control panel""
  ],
  ""tool_object_interaction"": [
    ""the green tray is inserted into a slot on the machine"",
    ""fingers press buttons on the control panel to operate the machine""
  ]
}
```"
56778_clip_21_operation,videos/level_1/56778/clip_21.mp4,How is the person securing the microscope slides to the vapor chamber?,"{""A"": ""Sealing the entire chamber opening with tape"", ""B"": ""Placing tape directly over the sample areas"", ""C"": ""Attaching slides to the bottom surface with tape"", ""D"": ""Applying autoclave tape to both edges of the slides""}","""D""",D,C,C,1.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""place a strip of tape on a petri dish"",
    ""remove the backing from the tape""
  ],
  ""objects_manipulated"": [
    ""petri dish"",
    ""tape""
  ],
  ""tool_object_interaction"": [
    ""the gloved hand uses the tape to cover the petri dish"",
    ""the gloved hand peels off the backing of the tape""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""place tape on the surface"",
    ""cut a strip of tape"",
    ""place the strip of tape on a glass slide""
  ],
  ""objects_manipulated"": [
    ""tape"",
    ""glass slide""
  ],
  ""tool_object_interaction"": [
    ""hands use scissors to cut the tape"",
    ""hands place the tape strip on the glass slide""
  ]
}
```"
56778_clip_22_operation,videos/level_1/56778/clip_22.mp4,What is the person doing with the pipette to the blotting paper finger?,"{""A"": ""Removing excess solution from it"", ""B"": ""Pipetting solution onto it until evenly wet"", ""C"": ""Adding solution to the petri dish bottom"", ""D"": ""Mixing solution directly on it""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from blue container into petri dish"",
    ""pipette 100uL from petri dish to well A1""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""blue container"",
    ""petri dish"",
    ""well A1""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体并注入蓝色容器中"",
    ""pipette吸取100微升液体并注入培养皿中"",
    ""pipette吸取100微升液体并注入培养皿中的A1孔中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a well plate"",
    ""pipette liquid onto a Petri dish""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""well plate"",
    ""Petri dish""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserts into well plate"",
    ""pipette tip touches surface of Petri dish""
  ]
}
```"
52090_clip_8_operation,videos/level_1/52090/clip_8.mp4,What is the person doing with the reagents and flask?,"{""A"": ""Pouring reagents into a glass beaker"", ""B"": ""Swirling reagents in a metal flask"", ""C"": ""Transferring reagents to a glass flask"", ""D"": ""Combining reagents in a metal flask""}","""D""",C,A,A,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from bottle into beaker""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""bottle"",
    ""beaker""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体并注入烧杯中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""picks up a beaker"",
    ""picks up a bottle"",
    ""pours liquid from the bottle into the beaker""
  ],
  ""objects_manipulated"": [
    ""beaker"",
    ""bottle"",
    ""liquid""
  ],
  ""tool_object_interaction"": [
    ""hand grips the beaker"",
    ""hand unscrews the bottle cap"",
    ""liquid flows from the bottle into the beaker""
  ]
}
```"
52090_clip_17_operation,videos/level_1/52090/clip_17.mp4,What is the person doing with the condenser?,"{""A"": ""Removing it from the apparatus"", ""B"": ""Adjusting its water flow rate"", ""C"": ""Attaching it to the reaction vessel for reflux"", ""D"": ""Starting a timer after connecting it""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""adjust temperature control knob"",
    ""rotate flask on magnetic stirrer""
  ],
  ""objects_manipulated"": [
    ""magnetic stirrer"",
    ""flask""
  ],
  ""tool_object_interaction"": [
    ""The hand adjusts the temperature control knob on the magnetic stirrer."",
    ""The hand rotates the flask on the magnetic stirrer.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""connect a flask to a condenser"",
    ""place the flask on a hot plate"",
    ""adjust the hot plate settings""
  ],
  ""objects_manipulated"": [
    ""flask"",
    ""condenser"",
    ""hot plate"",
    ""flask stopper""
  ],
  ""tool_object_interaction"": [
    ""flask is inserted into the condenser"",
    ""flask is positioned on the hot plate"",
    ""hand adjusts the hot plate control knob""
  ]
}
```"
55080_clip_13_operation,videos/level_1/55080/clip_13.mp4,What is the person doing with their right hand to the mouse?,"{""A"": ""Gently lifting the abdomen with fingertips"", ""B"": ""Restraining against the surface with the palm"", ""C"": ""Applying topical solution with a circular motion"", ""D"": ""Palpating from underneath using one finger""}","""D""",A,A,A,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [""gently manipulate the tissue""],
  ""objects_manipulated"": [""tissue sample""],
  ""tool_object_interaction"": [""fingers are used to handle and possibly examine the tissue""]
}
```","```json
{
  ""actions_performed"": [
    ""expose the skin area""
  ],
  ""objects_manipulated"": [
    ""skin tissue""
  ],
  ""tool_object_interaction"": [
    ""gloved hand retracts fur to expose skin""
  ]
}
```"
55080_clip_19_operation,videos/level_1/55080/clip_19.mp4,What is the person doing with the scissors and forceps to the ribs?,"{""A"": ""Placing them near the trachea"", ""B"": ""Removing them carefully"", ""C"": ""Cutting the connective tissue around them"", ""D"": ""Holding them in place with forceps""}","""B""",C,C,C,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""dissect tissue with forceps""
  ],
  ""objects_manipulated"": [
    ""tissue""
  ],
  ""tool_object_interaction"": [
    ""forceps are used to grasp and manipulate the tissue""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""incise tissue with scissors"",
    ""retract tissue with forceps""
  ],
  ""objects_manipulated"": [
    ""tissue"",
    ""scissors"",
    ""forceps""
  ],
  ""tool_object_interaction"": [
    ""scissors cut through tissue"",
    ""forceps hold and pull tissue""
  ]
}
```"
61453_clip_19_operation,videos/level_1/61453/clip_19.mp4,What is the person doing with the dilution samples?,"{""A"": ""Transferring the 1:100 and 1:1,000 dilutions to new tubes"", ""B"": ""Preparing the 1:100 and 1:1,000 dilutions"", ""C"": ""Counting the 1:100 and 1:1,000 dilutions"", ""D"": ""Pipetting the 1:100 and 1:1,000 dilutions""}","""C""",D,D,D,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [""pipette 100uL onto slide""],
  ""objects_manipulated"": [""slide"", ""pipette""],
  ""tool_object_interaction"": [""pipette deposits liquid onto slide surface""]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid onto a glass slide""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""glass slide""
  ],
  ""tool_object_interaction"": [
    ""pipette tip touches the surface of the glass slide""
  ]
}
```"
61453_clip_9_operation,videos/level_1/61453/clip_9.mp4,What is the person doing with the pipette?,"{""A"": ""Expelling liquid into the tube"", ""B"": ""Mixing the suspension in the tube"", ""C"": ""Aspirating worm suspension"", ""D"": ""Adjusting the pipette volume setting""}","""C""",C,C,A,1.0,1.0,0.0,"```json
{
  ""actions_performed"": [""pipette 100uL into glass dish""],
  ""objects_manipulated"": [""glass dish"", ""pipette""],
  ""tool_object_interaction"": [""pipette is inserted into the glass dish to transfer liquid""]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a glass container""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""glass container""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the glass container and liquid is dispensed""
  ]
}
```"
61411_clip_3_operation,videos/level_1/61411/clip_3.mp4,What is the person doing with the dissection scissors?,"{""A"": ""Transferring hippocampi pieces to a dish"", ""B"": ""Chopping hippocampi into smaller pieces"", ""C"": ""Trimming excess tissue from the hippocampi"", ""D"": ""Cutting the hippocampi vertically for sectioning""}","""B""",C,C,C,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL into test tube"",
    ""pipette 100uL from test tube""
  ],
  ""objects_manipulated"": [
    ""test tube"",
    ""pipette"",
    ""test tube rack""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体并注入试管"",
    ""pipette吸取试管中的100微升液体""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""manipulate tissue with forceps"",
    ""pipette liquid into a test tube""
  ],
  ""objects_manipulated"": [
    ""tissue sample"",
    ""test tube"",
    ""pipette"",
    ""forceps""
  ],
  ""tool_object_interaction"": [
    ""forceps grasp and move tissue sample"",
    ""pipette tip inserts into test tube and dispenses liquid""
  ]
}
```"
61411_clip_29_operation,videos/level_1/61411/clip_29.mp4,What is the researcher doing with the cover slips?,"{""A"": ""Placing them directly onto the dish without flipping"", ""B"": ""Transferring them with forceps instead of flipping"", ""C"": ""Flipping them wax-dot-side-up onto the feeder dish"", ""D"": ""Flipping them wax-dot-side-down onto the feeder dish""}","""D""",C,D,D,0.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from well A1"",
    ""pipette 100uL into well B1""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""petri dish"",
    ""well A1"",
    ""well B1""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体到A1孔中"",
    ""pipette将100微升液体注入B1孔中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a petri dish"",
    ""place petri dishes into an incubator""
  ],
  ""objects_manipulated"": [
    ""petri dishes"",
    ""liquid (likely a culture medium)"",
    ""incubator""
  ],
  ""tool_object_interaction"": [
    ""pipette tip touches the surface of the liquid in the petri dish"",
    ""petri dishes are carefully placed on the shelf inside the incubator""
  ]
}
```"
57379_clip_22_operation,videos/level_1/57379/clip_22.mp4,What is the person doing with the centrifuge?,"{""A"": ""Loading samples into the rotor"", ""B"": ""Adjusting the speed settings"", ""C"": ""Removing samples after completion"", ""D"": ""Placing samples near the centrifuge""}","""A""",A,C,C,1.0,0.0,0.0,"```json
{
  ""actions_performed"": [""place lid back on centrifuge"", ""close centrifuge door""],
  ""objects_manipulated"": [""centrifuge lid"", ""centrifuge door""],
  ""tool_object_interaction"": [""lid placed on top of centrifuge bowl"", ""door closed securely over centrifuge bowl""]
}
```","{
  ""actions_performed"": [""opens the centrifuge lid"", ""removes a rotor from the centrifuge""],
  ""objects_manipulated"": [""centrifuge lid"", ""rotor""],
  ""tool_object_interaction"": [""hand interacts with the centrifuge lid to open it"", ""hand interacts with the rotor to remove it from the centrifuge""]
}"
57379_clip_17_operation,videos/level_1/57379/clip_17.mp4,What is the person doing with the liquid towards the tissue?,"{""A"": ""Swirling liquid around the tissue"", ""B"": ""Injecting liquid into the tissue"", ""C"": ""Removing liquid from the tissue"", ""D"": ""Rinsing the tissue""}","""D""",C,B,C,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [""pipette 100uL from tube into well M""],
  ""objects_manipulated"": [""tube"", ""pipette"", ""well M""],
  ""tool_object_interaction"": [""pipette吸取100微升液体并注入试管M中""]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a test tube""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""test tube"",
    ""pipette tip""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the test tube"",
    ""pipette is used to transfer liquid""
  ]
}
```"
4295_clip_21_operation,videos/level_1/4295/clip_21.mp4,What is the person doing with the forceps?,"{""A"": ""Grasping larvae by their bodies to reposition them"", ""B"": ""Touching larvae to the diet before placing them down"", ""C"": ""Picking up larvae by their horns to transfer them"", ""D"": ""Holding larvae above containers without releasing them""}","""C""",B,B,B,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from container into petri dish"",
    ""pipette 100uL from petri dish into container""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""container"",
    ""petri dish""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体到容器中"",
    ""pipette吸取100微升液体从容器到培养皿""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""transfer a piece of material from a container to a petri dish"",
    ""place a piece of material into a petri dish""
  ],
  ""objects_manipulated"": [
    ""a piece of material (possibly a food source or substrate)"",
    ""a petri dish"",
    ""a container with a lid""
  ],
  ""tool_object_interaction"": [
    ""forceps are used to pick up and transfer the material from the container to the petri dish"",
    ""the petri dish is held steady while the material is placed inside""
  ]
}
```"
4295_clip_12_operation,videos/level_1/4295/clip_12.mp4,What is the person doing with the diet mixture?,"{""A"": ""Pouring it from the dish onto aluminum foil"", ""B"": ""Transferring it from a dish to aluminum foil"", ""C"": ""Removing it from the dish without transferring"", ""D"": ""Spreading it evenly on aluminum foil""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""place gelatin sheet on aluminum foil""],
  ""objects_manipulated"": [""gelatin sheet"", ""aluminum foil""],
  ""tool_object_interaction"": [""glove hand places gelatin sheet onto aluminum foil""]
}
```","```json
{
  ""actions_performed"": [
    ""transfers a rectangular object from a container to aluminum foil""
  ],
  ""objects_manipulated"": [
    ""rectangular object"",
    ""aluminum foil"",
    ""container""
  ],
  ""tool_object_interaction"": [
    ""gloved hands pick up the rectangular object from the container"",
    ""gloved hands place the rectangular object onto the aluminum foil""
  ]
}
```"
50459_clip_18_operation,videos/level_1/50459/clip_18.mp4,What is the person doing with the powder substance?,"{""A"": ""Pouring it as a liquid solution"", ""B"": ""Measuring its weight on a scale"", ""C"": ""Adding it to the mixture"", ""D"": ""Stirring it into the mixture""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""add solid to solution""],
  ""objects_manipulated"": [""solid"", ""solution in beaker""],
  ""tool_object_interaction"": [""solid is placed into solution using a spatula""]
}
```","```json
{
  ""actions_performed"": [
    ""add a solid substance into a 1000 mL PYREX beaker""
  ],
  ""objects_manipulated"": [
    ""a solid substance"",
    ""a 1000 mL PYREX beaker""
  ],
  ""tool_object_interaction"": [
    ""the solid substance is poured into the beaker containing a liquid""
  ]
}
```"
50459_clip_45_operation,videos/level_1/50459/clip_45.mp4,What is the person doing with the PDMS mixture?,"{""A"": ""Pouring it into the molding box while avoiding the fibers"", ""B"": ""Pouring it directly over the fibers in the molding box"", ""C"": ""Pouring it onto the work surface next to the molding box"", ""D"": ""Stirring it inside the molding box with a tool""}","""A""",A,A,A,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""pipette 100uL into well A1""],
  ""objects_manipulated"": [""pipette"", ""well A1""],
  ""tool_object_interaction"": [""pipette is inserted into well A1 to dispense liquid""]
}
```","```json
{
  ""actions_performed"": [""pour liquid from a red container into a black reservoir""],
  ""objects_manipulated"": [""red container with white interior"", ""black reservoir""],
  ""tool_object_interaction"": [""red container is tilted to pour liquid into the black reservoir""]
}
```"
60273_clip_10_operation,videos/level_1/60273/clip_10.mp4,What is the researcher doing with the hemocytometer?,"{""A"": ""Loading the sample into the chamber"", ""B"": ""Adjusting focus under the microscope"", ""C"": ""Counting cells using the grid lines"", ""D"": ""Cleaning the chamber surface after use""}","""C""",A,A,A,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from tube into well A1""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""tube"",
    ""well A1""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体并注入到A1孔中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a test tube"",
    ""place the test tube on the work surface""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""test tube"",
    ""work surface""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserts into test tube"",
    ""pipette dispenses liquid into test tube""
  ]
}
```"
60273_clip_35_operation,videos/level_1/60273/clip_35.mp4,What is the person doing with the inhibitors?,"{""A"": ""Measuring their volume before transfer"", ""B"": ""Adding them to the culture medium"", ""C"": ""Removing them from the culture medium"", ""D"": ""Diluting them in the culture medium""}","""B""",B,A,B,1.0,0.0,1.0,"```json
{
  ""actions_performed"": [""pipette 100uL from tube into vial""],
  ""objects_manipulated"": [""pipette"", ""tube"", ""vial""],
  ""tool_object_interaction"": [""pipette吸取100微升液体并注入试管中""]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a test tube""
  ],
  ""objects_manipulated"": [
    ""yellow pipette"",
    ""test tube with red liquid"",
    ""pipette tip""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the test tube"",
    ""liquid is dispensed from the pipette into the test tube""
  ]
}
```"
56094_clip_52_operation,videos/level_1/56094/clip_52.mp4,What is the person doing with the glass staining holder?,"{""A"": ""Placing it into a swinging plate holder"", ""B"": ""Setting it beside the swinging plate holder for later use"", ""C"": ""Inserting it directly into the centrifuge rotor"", ""D"": ""Positioning it upside down in the swinging plate holder""}","""A""",D,C,C,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [""place microplate into centrifuge""],
  ""objects_manipulated"": [""microplate"", ""centrifuge""],
  ""tool_object_interaction"": [""glove holds microplate steady while placing it into centrifuge""]
}
```","```json
{
  ""actions_performed"": [""place microtube rack into centrifuge""],
  ""objects_manipulated"": [""microtube rack"", ""centrifuge""],
  ""tool_object_interaction"": [""microtube rack is positioned into the centrifuge chamber""]
}
```"
56094_clip_47_operation,videos/level_1/56094/clip_47.mp4,What is the person doing with the slide after placing it in the holder?,"{""A"": ""Cleaning the slide in the first bath"", ""B"": ""Swirling the slide in the first bath"", ""C"": ""Removing the slide from the first bath"", ""D"": ""Dipping the slide into the first bath""}","""D""",D,D,D,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""place the sample into the labeled container""
  ],
  ""objects_manipulated"": [
    ""sample"",
    ""container labeled 'D1A'""
  ],
  ""tool_object_interaction"": [
    ""glove holds the sample and places it into the container""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""insert metal object into green container labeled '3M'""
  ],
  ""objects_manipulated"": [
    ""metal object"",
    ""green container labeled '3M'""
  ],
  ""tool_object_interaction"": [
    ""metal object is inserted into the green container""
  ]
}
```"
61993_clip_30_operation,videos/level_1/61993/clip_30.mp4,What is the person doing with the pipette?,"{""A"": ""Measuring the plasmid concentration in the solution"", ""B"": ""Preparing a diluent buffer for later use"", ""C"": ""Concentrating the plasmid solution by removing diluent"", ""D"": ""Diluting the plasmid solution to a specific concentration""}","""D""",C,C,D,0.0,0.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from ice bath""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""ice bath"",
    ""sample""
  ],
  ""tool_object_interaction"": [
    ""The pipette is being used to draw liquid from the ice bath.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a test tube""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""test tube"",
    ""liquid""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the test tube"",
    ""liquid is dispensed from the pipette into the test tube""
  ]
}
```"
61993_clip_11_operation,videos/level_1/61993/clip_11.mp4,What is the researcher removing from the incubator?,"{""A"": ""The plate"", ""B"": ""A Petri dish"", ""C"": ""A microcentrifuge tube"", ""D"": ""A cell culture flask""}","""A""",B,B,B,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""open the incubator door"",
    ""close the incubator door"",
    ""open the refrigerator door""
  ],
  ""objects_manipulated"": [
    ""incubator door"",
    ""refrigerator door""
  ],
  ""tool_object_interaction"": [
    ""The person uses their gloved hand to open and close the incubator door."",
    ""The person uses their gloved hand to open and close the refrigerator door.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""open the incubator door"",
    ""remove a petri dish from the incubator""
  ],
  ""objects_manipulated"": [
    ""incubator door"",
    ""petri dish""
  ],
  ""tool_object_interaction"": [
    ""hand interacts with the incubator door to open it"",
    ""hand interacts with the petri dish to remove it from the incubator""
  ]
}
```"
54899_clip_18_operation,videos/level_1/54899/clip_18.mp4,What is the person doing with the pipette in this step?,"{""A"": ""Adding 1 mL of Triton-X100 solution"", ""B"": ""Aspirating liquid from the container"", ""C"": ""Mixing the solution in the tube"", ""D"": ""Removing liquid from the sample""}","""A""",B,B,A,0.0,0.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from tube into well A1""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""tube labeled 'FALCON'"",
    ""well A1""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体并注入试管中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a Falcon tube""
  ],
  ""objects_manipulated"": [
    ""Falcon tube"",
    ""pipette""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserts into Falcon tube opening""
  ]
}
```"
54899_clip_34_operation,videos/level_1/54899/clip_34.mp4,What is the person doing with the tube after adding the enzyme to the ligation solution?,"{""A"": ""Swirling it gently to combine the solution"", ""B"": ""Vortexing it to mix the contents"", ""C"": ""Placing it in a centrifuge to mix the solution"", ""D"": ""Inverting the tube several times for mixing""}","""B""",D,A,D,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL into test tube""
  ],
  ""objects_manipulated"": [
    ""test tube"",
    ""pipette""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体并注入试管中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""hold a microtube with gloved hand"",
    ""place microtube into a green test tube rack""
  ],
  ""objects_manipulated"": [
    ""microtube"",
    ""green test tube rack""
  ],
  ""tool_object_interaction"": [
    ""gloved hand interacts with microtube by holding it"",
    ""microtube is inserted into a slot in the green test tube rack""
  ]
}
```"
62623_clip_23_operation,videos/level_1/62623/clip_23.mp4,What is the person doing with the pipette?,"{""A"": ""Mixing reagents directly in the pipette tip"", ""B"": ""Swirling the culture plate gently"", ""C"": ""Adding fixative solution to the cells"", ""D"": ""Removing excess solution from the dish""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""display timer reading""
  ],
  ""objects_manipulated"": [
    ""digital timer""
  ],
  ""tool_object_interaction"": [
    ""the digital timer is shown displaying a reading.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""place the multi-well plate on the surface""
  ],
  ""objects_manipulated"": [
    ""multi-well plate""
  ],
  ""tool_object_interaction"": [
    ""the multi-well plate is positioned next to a digital timer""
  ]
}
```"
62623_clip_22_operation,videos/level_1/62623/clip_22.mp4,What is the researcher doing with the fixative solution to the prepared slides?,"{""A"": ""Applying fixative to immobilize cells on the slide surface"", ""B"": ""Adding mounting medium to preserve stained samples"", ""C"": ""Washing slides with buffer to remove excess reagents"", ""D"": ""Dispensing primary antibody solution for staining""}","""A""",A,A,A,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""mark slide with pen""],
  ""objects_manipulated"": [""slide"", ""pen""],
  ""tool_object_interaction"": [""pen writes on slide""]
}
```","```json
{
  ""actions_performed"": [
    ""label a microscope slide with a marker""
  ],
  ""objects_manipulated"": [
    ""microscope slide"",
    ""marker""
  ],
  ""tool_object_interaction"": [
    ""marker writes on the microscope slide""
  ]
}
```"
60744_clip_18_operation,videos/level_1/60744/clip_18.mp4,What is the person doing with the flaps of skin?,"{""A"": ""Grabbing and pulling down"", ""B"": ""Cutting away with scissors"", ""C"": ""Repositioning flat against the body"", ""D"": ""Lifting upwards with forceps""}","""A""",D,D,D,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [""manipulate small object with tweezers""],
  ""objects_manipulated"": [""small black spherical object""],
  ""tool_object_interaction"": [""tweezers gently grasp and move the small black spherical object""]
}
```","```json
{
  ""actions_performed"": [
    ""manipulate a small object with forceps""
  ],
  ""objects_manipulated"": [
    ""a small, dark, spherical object""
  ],
  ""tool_object_interaction"": [
    ""forceps grasp and reposition the spherical object""
  ]
}
```"
60744_clip_15_operation,videos/level_1/60744/clip_15.mp4,What is the person doing with the fine forceps?,"{""A"": ""Lifting the heart tissue directly"", ""B"": ""Cutting the skin near the heart"", ""C"": ""Holding the heart in place"", ""D"": ""Grabbing the skin overlying the heart""}","""D""",D,C,C,1.0,0.0,0.0,"```json
{
  ""actions_performed"": [""manipulate small object with tweezers""],
  ""objects_manipulated"": [""small object""],
  ""tool_object_interaction"": [""tweezers grip and move the small object""]
}
```","```json
{
  ""actions_performed"": [
    ""manipulate the specimen with forceps""
  ],
  ""objects_manipulated"": [
    ""specimen""
  ],
  ""tool_object_interaction"": [
    ""forceps grasp and adjust the specimen""
  ]
}
```"
58174_clip_30_operation,videos/level_1/58174/clip_30.mp4,What is the person doing with the optical fiber at the fusion splicer?,"{""A"": ""Positioning the fiber near the splicer without insertion"", ""B"": ""Touching the fiber tip to the splicer's outer casing"", ""C"": ""Withdrawing the fiber from the splicer after placement"", ""D"": ""Placing the exposed tip inside the splicer""}","""D""",D,D,D,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""press button on the machine""],
  ""objects_manipulated"": [""machine buttons""],
  ""tool_object_interaction"": [""finger presses button on the machine""]
}
```","```json
{
  ""actions_performed"": [
    ""press buttons on the control panel""
  ],
  ""objects_manipulated"": [
    ""control panel buttons""
  ],
  ""tool_object_interaction"": [
    ""gloved hand interacts with the control panel buttons""
  ]
}
```"
58174_clip_54_operation,videos/level_1/58174/clip_54.mp4,What is the person doing with the electrical cables and clamps?,"{""A"": ""Detaching clamps from the terminals of a voltage source"", ""B"": ""Holding the cables near the clamps without attaching them"", ""C"": ""Touching the cables to the body of the voltage source instead of terminals"", ""D"": ""Connecting the clamps to the terminals of a voltage source""}","""D""",D,D,D,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""connect a cable to the high voltage output""],
  ""objects_manipulated"": [""high voltage power supply"", ""cable""],
  ""tool_object_interaction"": [""inserting the cable into the high voltage output socket""]
}
```","```json
{
  ""actions_performed"": [
    ""connect cable to high voltage output""
  ],
  ""objects_manipulated"": [
    ""cable"",
    ""high voltage output terminal""
  ],
  ""tool_object_interaction"": [
    ""cable is plugged into the high voltage output terminal""
  ]
}
```"
